,record_id,level,message
0,e1b86825-d43b-47e1-bf45-ab791f44772d,WARNING,Title contains acronyms potentially
1,e1b86825-d43b-47e1-bf45-ab791f44772d,INFO,No version
2,e1b86825-d43b-47e1-bf45-ab791f44772d,WARNING,No DOI defined
3,e1b86825-d43b-47e1-bf45-ab791f44772d,WARNING,"Contact missing ORCID: contact['individual-name']='Frazer, Gordon W.' contact.get('organisation-name')='Hakai Institute'"
4,e1b86825-d43b-47e1-bf45-ab791f44772d,INFO,"Contact missing ORCID: contact['individual-name']='Floyd, Bill' contact.get('organisation-name')=''"
5,e1b86825-d43b-47e1-bf45-ab791f44772d,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
0,b6621a3c-1700-4015-a359-56b6c7155835,INFO,No version
1,b6621a3c-1700-4015-a359-56b6c7155835,WARNING,No funder
2,b6621a3c-1700-4015-a359-56b6c7155835,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
3,b6621a3c-1700-4015-a359-56b6c7155835,INFO,"Contact missing ORCID: contact['individual-name']='BC Base Annotations data, TRIM' contact.get('organisation-name')='GEOBC TRIM Program'"
4,b6621a3c-1700-4015-a359-56b6c7155835,INFO,"Contact missing organization ROR:  contact['individual-name']='BC Base Annotations data, TRIM' contact['organisation-name']='GEOBC TRIM Program'"
5,b6621a3c-1700-4015-a359-56b6c7155835,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
0,7fa8cfec-e2e3-4459-9b9d-836335b9fcfa,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
1,7fa8cfec-e2e3-4459-9b9d-836335b9fcfa,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,7fa8cfec-e2e3-4459-9b9d-836335b9fcfa,INFO,Record isn't accesible via a standard data repository
0,92e1c9df-0419-4d91-93c2-b9c85f4ce74e,INFO,No version
1,92e1c9df-0419-4d91-93c2-b9c85f4ce74e,WARNING,No DOI defined
2,92e1c9df-0419-4d91-93c2-b9c85f4ce74e,WARNING,"Contact missing ORCID: contact['individual-name']='Technology Team, Geospatial' contact.get('organisation-name')='Hakai Institute'"
3,92e1c9df-0419-4d91-93c2-b9c85f4ce74e,WARNING,"Contact missing ORCID: contact['individual-name']='Coastal Observatory, Airborne' contact.get('organisation-name')='Hakai Institute'"
4,92e1c9df-0419-4d91-93c2-b9c85f4ce74e,WARNING,"Contact missing ORCID: contact['individual-name']='Technology Team, Geospatial' contact.get('organisation-name')='Hakai Institute'"
0,bfad4541-a06a-489e-bd95-a5e7c65e0dc1,INFO,No version
1,bfad4541-a06a-489e-bd95-a5e7c65e0dc1,WARNING,"Contact missing ORCID: contact['individual-name']='Haughton, Emily R.' contact.get('organisation-name')='Hakai Institute'"
2,bfad4541-a06a-489e-bd95-a5e7c65e0dc1,INFO,"Contact missing ORCID: contact['individual-name']='Floyd, William C.' contact.get('organisation-name')=''"
3,bfad4541-a06a-489e-bd95-a5e7c65e0dc1,WARNING,"Contact missing ORCID: contact['individual-name']='Haughton, Emily R.' contact.get('organisation-name')='Hakai Institute'"
4,bfad4541-a06a-489e-bd95-a5e7c65e0dc1,INFO,Record isn't accesible via a standard data repository
0,52d607c9-46cd-4be9-a752-1b5446272f32,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
1,52d607c9-46cd-4be9-a752-1b5446272f32,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,52d607c9-46cd-4be9-a752-1b5446272f32,INFO,Record isn't accesible via a standard data repository
0,ee09830d-dd5e-41eb-8aee-0fe9cef5fe79,INFO,No version
0,646dd927-3248-4fc9-970c-abea15f7d304,INFO,No version
1,646dd927-3248-4fc9-970c-abea15f7d304,WARNING,No DOI defined
2,646dd927-3248-4fc9-970c-abea15f7d304,WARNING,No funder
3,646dd927-3248-4fc9-970c-abea15f7d304,WARNING,No publisher
4,646dd927-3248-4fc9-970c-abea15f7d304,INFO,"Contact missing ORCID: contact['individual-name']='Foreman, Mike' contact.get('organisation-name')='The British Columbia Marine Conservation Analysis'"
5,646dd927-3248-4fc9-970c-abea15f7d304,INFO,"Contact missing organization ROR:  contact['individual-name']='Foreman, Mike' contact['organisation-name']='The British Columbia Marine Conservation Analysis'"
6,646dd927-3248-4fc9-970c-abea15f7d304,WARNING,"Contact missing ORCID: contact['individual-name']='Technology Team, Geospatial' contact.get('organisation-name')='Hakai Institute'"
7,646dd927-3248-4fc9-970c-abea15f7d304,WARNING,"Contact missing ORCID: contact['individual-name']='Holmes, Keith' contact.get('organisation-name')='Hakai Institute'"
8,646dd927-3248-4fc9-970c-abea15f7d304,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Research Institute'
0,a31d44d5-2ce5-4d03-8d0b-4549023840ff,INFO,No version
1,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,No DOI defined
2,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,No funder
3,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Froese, Tyrel' contact.get('organisation-name')='Hakai Institute'"
4,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Sadlier-Brown, Gillian' contact.get('organisation-name')='Hakai Institute'"
5,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Hessing-Lewis, Margot' contact.get('organisation-name')='Hakai Institute'"
6,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Gehman, Alyssa' contact.get('organisation-name')='Hakai Institute'"
7,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Froese, Tyrel' contact.get('organisation-name')='Hakai Institute'"
8,a31d44d5-2ce5-4d03-8d0b-4549023840ff,INFO,"Contact missing ORCID: contact['individual-name']='Hall, Kyle' contact.get('organisation-name')=''"
9,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Monteith, Zach' contact.get('organisation-name')='Hakai Institute'"
10,a31d44d5-2ce5-4d03-8d0b-4549023840ff,INFO,"Contact missing ORCID: contact['individual-name']='VanMaanen, Derek' contact.get('organisation-name')=''"
11,a31d44d5-2ce5-4d03-8d0b-4549023840ff,WARNING,"Contact missing ORCID: contact['individual-name']='Olsen, Angeleen' contact.get('organisation-name')='Hakai Institute'"
12,a31d44d5-2ce5-4d03-8d0b-4549023840ff,INFO,"Contact missing ORCID: contact['individual-name']='Millard-Martin, Ben' contact.get('organisation-name')=''"
13,a31d44d5-2ce5-4d03-8d0b-4549023840ff,INFO,Record isn't accesible via a standard data repository
0,f20621b4-90c1-4925-a747-5e98f924d6a9,ERROR,Invalid distributor organisation-name: organization_name='Hakai Geosptatial' expects 'Hakai Institute'
1,f20621b4-90c1-4925-a747-5e98f924d6a9,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Institute' contact.get('organisation-name')='Hakai Institute'
2,f20621b4-90c1-4925-a747-5e98f924d6a9,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Geosptatial'
0,10f825fb-14a9-4b35-b1d9-6f759b188f9a,WARNING,Title contains acronyms potentially
1,10f825fb-14a9-4b35-b1d9-6f759b188f9a,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,10f825fb-14a9-4b35-b1d9-6f759b188f9a,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
0,0272fd06-6ac8-48cd-80c9-b6e05f15be0f,INFO,Record isn't accesible via a standard data repository
0,a0ada4b0-faea-4dcd-b9bf-d7ff212315fb,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
1,a0ada4b0-faea-4dcd-b9bf-d7ff212315fb,WARNING,"Contact missing ORCID: contact['individual-name']='Korver, Maartje' contact.get('organisation-name')='Hakai Institute'"
2,a0ada4b0-faea-4dcd-b9bf-d7ff212315fb,INFO,Record isn't accesible via a standard data repository
0,69268e35-08ac-4e6d-b489-4bb72ac117b1,INFO,No version
1,69268e35-08ac-4e6d-b489-4bb72ac117b1,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
2,69268e35-08ac-4e6d-b489-4bb72ac117b1,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
3,69268e35-08ac-4e6d-b489-4bb72ac117b1,INFO,Record isn't accesible via a standard data repository
0,550e7acb-0e3f-461f-bd47-8b6ced16bf43,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
1,550e7acb-0e3f-461f-bd47-8b6ced16bf43,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
0,79ace68f-f5a9-4224-8615-20fa255cb6d4,INFO,No version
1,79ace68f-f5a9-4224-8615-20fa255cb6d4,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,79ace68f-f5a9-4224-8615-20fa255cb6d4,INFO,Record isn't accesible via a standard data repository
0,bf7c05e8-510d-4449-9e81-4c358ff3f440,WARNING,"Contact missing ORCID: contact['individual-name']='Fedje, Bryn' contact.get('organisation-name')='Hakai Institute'"
0,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,WARNING,Title contains acronyms potentially
1,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,INFO,No version
2,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,WARNING,No funder
3,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,WARNING,No publisher
4,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,WARNING,"Contact missing ORCID: contact['individual-name']='Evans, Wiley' contact.get('organisation-name')='Hakai Institute'"
5,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,WARNING,"Contact missing ORCID: contact['individual-name']='Evans, Wiley' contact.get('organisation-name')='Hakai Institute'"
6,1bba6c8a-b99c-4fbd-8eae-7c8b771a841d,INFO,Record isn't accesible via a standard data repository
0,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,INFO,No version
1,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,No DOI defined
2,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,No funder
3,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,No publisher
4,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
5,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
6,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,WARNING,"Contact missing ORCID: contact['individual-name']='Holmes, Keith' contact.get('organisation-name')='Hakai Institute'"
7,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Research Institute'
8,4f9103f8-cd13-4bb1-a86b-a3ceb201db97,INFO,Record isn't accesible via a standard data repository
0,b1c4c93b-6324-4b84-b341-76be046cbf28,INFO,Title contains the word dataset
1,b1c4c93b-6324-4b84-b341-76be046cbf28,ERROR,Invalid distributor organisation-name: organization_name='University of British Columbia' expects 'Hakai Institute'
2,b1c4c93b-6324-4b84-b341-76be046cbf28,WARNING,No funder
3,b1c4c93b-6324-4b84-b341-76be046cbf28,WARNING,No publisher
4,b1c4c93b-6324-4b84-b341-76be046cbf28,INFO,"Contact missing ORCID: contact['individual-name']='Pakhomov, Evgeny' contact.get('organisation-name')='University of British Columbia'"
5,b1c4c93b-6324-4b84-b341-76be046cbf28,INFO,Record isn't accesible via a standard data repository
0,773ef9a6-64dd-4734-ba16-566470b0edad,INFO,No version
1,773ef9a6-64dd-4734-ba16-566470b0edad,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
2,773ef9a6-64dd-4734-ba16-566470b0edad,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
3,773ef9a6-64dd-4734-ba16-566470b0edad,INFO,Record isn't accesible via a standard data repository
0,551bbe09-f182-478b-8d50-2f9a4dbd93ae,WARNING,Title contains acronyms potentially
1,551bbe09-f182-478b-8d50-2f9a4dbd93ae,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,551bbe09-f182-478b-8d50-2f9a4dbd93ae,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
0,44bdc298-1329-400a-bc02-4d35d251865d,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='False Creek Friends Society'
1,44bdc298-1329-400a-bc02-4d35d251865d,INFO,"Contact missing ORCID: contact['individual-name']='Henderson, Kate' contact.get('organisation-name')=''"
2,44bdc298-1329-400a-bc02-4d35d251865d,INFO,Record isn't accesible via a standard data repository
0,f6ad9487-d689-41a3-b610-352224d7759b,INFO,No version
1,f6ad9487-d689-41a3-b610-352224d7759b,WARNING,"Contact missing ORCID: contact['individual-name']='Janusson, Carly' contact.get('organisation-name')='Hakai Institute'"
2,f6ad9487-d689-41a3-b610-352224d7759b,INFO,Record isn't accesible via a standard data repository
0,b5de5a97-7498-4e5a-8f5d-0850f9e5fc87,ERROR,No projects associated
1,b5de5a97-7498-4e5a-8f5d-0850f9e5fc87,INFO,No version
2,b5de5a97-7498-4e5a-8f5d-0850f9e5fc87,INFO,Record isn't accesible via a standard data repository
0,f8f299be-a37e-43bf-9416-5ff59e664f65,INFO,No version
1,f8f299be-a37e-43bf-9416-5ff59e664f65,INFO,Record isn't accesible via a standard data repository
0,7ed2118f-ecaa-41e4-aa81-911ffa47bf34,INFO,No version
1,7ed2118f-ecaa-41e4-aa81-911ffa47bf34,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
2,7ed2118f-ecaa-41e4-aa81-911ffa47bf34,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
0,1be9154a-1497-42eb-8821-b0d63000814c,INFO,No version
1,1be9154a-1497-42eb-8821-b0d63000814c,INFO,"Contact missing ORCID: contact['individual-name']='Oliver, Allison A.' contact.get('organisation-name')='University of Alberta'"
2,1be9154a-1497-42eb-8821-b0d63000814c,INFO,"Contact missing ORCID: contact['individual-name']='Bulmer, Chuck' contact.get('organisation-name')=''"
3,1be9154a-1497-42eb-8821-b0d63000814c,INFO,"Contact missing ORCID: contact['individual-name']='Oliver, Allison A.' contact.get('organisation-name')='University of Alberta'"
4,1be9154a-1497-42eb-8821-b0d63000814c,ERROR,Invalid resources.url.status_code: 401 for resources[0].url=https://drive.google.com/a/hakai.org/file/d/0Byed_WX-ZNMaM3BtUW5KQ2ZtLW8/view?usp=sharing
5,1be9154a-1497-42eb-8821-b0d63000814c,ERROR,Invalid resources.url.status_code: 401 for resources[1].url=https://drive.google.com/a/hakai.org/file/d/0Byed_WX-ZNMaSkItaW5ocTY4UjQ/view?usp=sharing
6,1be9154a-1497-42eb-8821-b0d63000814c,INFO,Record isn't accesible via a standard data repository
0,bd461764-55b0-4c63-935a-5e9d1d5a6fed,ERROR,Invalid distributor organisation-name: organization_name='University of Victoria' expects 'Hakai Institute'
1,bd461764-55b0-4c63-935a-5e9d1d5a6fed,ERROR,Invalid resources.url.status_code: 404 for resources[0].url=https://github.com/HakaiInstitute/hakai-wetlab-itracksept2023
2,bd461764-55b0-4c63-935a-5e9d1d5a6fed,INFO,Record isn't accesible via a standard data repository
0,38fabad7-d7d2-405f-aa4c-592ef064895f,INFO,No version
1,38fabad7-d7d2-405f-aa4c-592ef064895f,WARNING,No funder
2,38fabad7-d7d2-405f-aa4c-592ef064895f,WARNING,"Contact missing ORCID: contact['individual-name']='Korver, Maartje C.' contact.get('organisation-name')='Hakai Institute'"
3,38fabad7-d7d2-405f-aa4c-592ef064895f,INFO,"Contact missing ORCID: contact['individual-name']='Floyd, William C.' contact.get('organisation-name')='Vancouver Island University'"
4,38fabad7-d7d2-405f-aa4c-592ef064895f,WARNING,"Contact missing ORCID: contact['individual-name']='Brunsting, Ray' contact.get('organisation-name')='Hakai Institute'"
5,38fabad7-d7d2-405f-aa4c-592ef064895f,WARNING,"Contact missing ORCID: contact['individual-name']='Holmes, Keith' contact.get('organisation-name')='Hakai Institute'"
6,38fabad7-d7d2-405f-aa4c-592ef064895f,WARNING,"Contact missing ORCID: contact['individual-name']='Korver, Maartje C.' contact.get('organisation-name')='Hakai Institute'"
7,38fabad7-d7d2-405f-aa4c-592ef064895f,INFO,Record isn't accesible via a standard data repository
0,8275a332-8870-4300-8ca8-48b854e7dccf,INFO,No version
1,8275a332-8870-4300-8ca8-48b854e7dccf,WARNING,No DOI defined
2,8275a332-8870-4300-8ca8-48b854e7dccf,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
3,8275a332-8870-4300-8ca8-48b854e7dccf,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
4,8275a332-8870-4300-8ca8-48b854e7dccf,INFO,Record isn't accesible via a standard data repository
0,3a8b11a2-5deb-469e-824b-32ab0eb5c2ca,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
1,3a8b11a2-5deb-469e-824b-32ab0eb5c2ca,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,3a8b11a2-5deb-469e-824b-32ab0eb5c2ca,INFO,Record isn't accesible via a standard data repository
0,c5dafa6e-f2df-4f02-a94e-8f82b29dfb66,INFO,No version
1,c5dafa6e-f2df-4f02-a94e-8f82b29dfb66,WARNING,"Contact missing ORCID: contact['individual-name']='Michalchuk, Trevor' contact.get('organisation-name')='Hakai Institute'"
0,571ef4fa-eda3-4e67-baae-2e9b5e598f56,INFO,No version
1,571ef4fa-eda3-4e67-baae-2e9b5e598f56,WARNING,No DOI defined
2,571ef4fa-eda3-4e67-baae-2e9b5e598f56,WARNING,No funder
3,571ef4fa-eda3-4e67-baae-2e9b5e598f56,WARNING,"Contact missing ORCID: contact['individual-name']='Reshitnyk, Luba' contact.get('organisation-name')='Hakai Institute'"
4,571ef4fa-eda3-4e67-baae-2e9b5e598f56,WARNING,"Contact missing ORCID: contact['individual-name']='Technology Team, Geospatial' contact.get('organisation-name')='Hakai Institute'"
5,571ef4fa-eda3-4e67-baae-2e9b5e598f56,WARNING,"Contact missing ORCID: contact['individual-name']='Technology Team, Geospatial' contact.get('organisation-name')='Hakai Institute'"
6,571ef4fa-eda3-4e67-baae-2e9b5e598f56,INFO,Record isn't accesible via a standard data repository
0,f2f9c9d6-0385-4732-b7d5-acc6bbb2e83a,INFO,No version
1,f2f9c9d6-0385-4732-b7d5-acc6bbb2e83a,WARNING,"Contact missing ORCID: contact['individual-name']='Sadlier-Brown, Gillian' contact.get('organisation-name')='Hakai Institute'"
2,f2f9c9d6-0385-4732-b7d5-acc6bbb2e83a,INFO,Record isn't accesible via a standard data repository
0,30560220-bc44-4020-b424-0abf617d1c00,INFO,No version
1,30560220-bc44-4020-b424-0abf617d1c00,WARNING,No funder
2,30560220-bc44-4020-b424-0abf617d1c00,WARNING,"Contact missing ORCID: contact['individual-name']='Gonzalez Arriola, Santiago' contact.get('organisation-name')='Hakai Institute'"
3,30560220-bc44-4020-b424-0abf617d1c00,WARNING,"Contact missing ORCID: contact['individual-name']='Giesbrecht, Ian J. W.' contact.get('organisation-name')='Hakai Institute'"
4,30560220-bc44-4020-b424-0abf617d1c00,INFO,"Contact missing ORCID: contact['individual-name']='Biles, F. E.' contact.get('organisation-name')=''"
5,30560220-bc44-4020-b424-0abf617d1c00,INFO,"Contact missing ORCID: contact['individual-name']=""D'Amore, D. V."" contact.get('organisation-name')=''"
6,30560220-bc44-4020-b424-0abf617d1c00,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
7,30560220-bc44-4020-b424-0abf617d1c00,INFO,Record isn't accesible via a standard data repository
0,d8754c99-a540-4085-8c66-d9447da5f6e9,INFO,No version
1,d8754c99-a540-4085-8c66-d9447da5f6e9,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
2,d8754c99-a540-4085-8c66-d9447da5f6e9,INFO,"Contact missing ORCID: contact['individual-name']='Banner, Allen' contact.get('organisation-name')=''"
3,d8754c99-a540-4085-8c66-d9447da5f6e9,INFO,"Contact missing ORCID: contact['individual-name']='Hoffman, Kira' contact.get('organisation-name')=''"
4,d8754c99-a540-4085-8c66-d9447da5f6e9,INFO,"Contact missing ORCID: contact['individual-name']='Saunders, Sari' contact.get('organisation-name')=''"
5,d8754c99-a540-4085-8c66-d9447da5f6e9,INFO,"Contact missing ORCID: contact['individual-name']='MacKinnon, Andy' contact.get('organisation-name')=''"
6,d8754c99-a540-4085-8c66-d9447da5f6e9,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
0,39cc31fc-aa41-43f5-bfe7-48ea173b1f1e,WARNING,Title contains acronyms potentially
1,39cc31fc-aa41-43f5-bfe7-48ea173b1f1e,ERROR,Invalid distributor organisation-name: organization_name='Tula Foundation' expects 'Hakai Institute'
2,39cc31fc-aa41-43f5-bfe7-48ea173b1f1e,INFO,Record isn't accesible via a standard data repository
0,8ad491b8-58a3-48ad-a705-18e36fad34b0,INFO,No version
1,8ad491b8-58a3-48ad-a705-18e36fad34b0,WARNING,No DOI defined
2,8ad491b8-58a3-48ad-a705-18e36fad34b0,WARNING,No publisher
3,8ad491b8-58a3-48ad-a705-18e36fad34b0,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
4,8ad491b8-58a3-48ad-a705-18e36fad34b0,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
0,2fe3bd2a-973e-48db-a599-6d44ca1ef0ad,INFO,No version
1,2fe3bd2a-973e-48db-a599-6d44ca1ef0ad,ERROR,Invalid distributor organisation-name: organization_name='Hakai Geospatial' expects 'Hakai Institute'
2,2fe3bd2a-973e-48db-a599-6d44ca1ef0ad,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Geospatial'
3,2fe3bd2a-973e-48db-a599-6d44ca1ef0ad,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Geospatial'
4,2fe3bd2a-973e-48db-a599-6d44ca1ef0ad,INFO,Record isn't accesible via a standard data repository
0,2adbc714-fde2-436b-a5bd-ec51457a275c,WARNING,"Contact missing ORCID: contact['individual-name']='Sadlier-Brown, Gillian' contact.get('organisation-name')='Hakai Institute'"
1,2adbc714-fde2-436b-a5bd-ec51457a275c,INFO,Record isn't accesible via a standard data repository
0,046e5ef5-1480-4868-a65f-23171088bdb8,WARNING,Title contains acronyms potentially
1,046e5ef5-1480-4868-a65f-23171088bdb8,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
2,046e5ef5-1480-4868-a65f-23171088bdb8,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
3,046e5ef5-1480-4868-a65f-23171088bdb8,ERROR,Invalid resource format: resources[0].format=JSON
4,046e5ef5-1480-4868-a65f-23171088bdb8,INFO,Record isn't accesible via a standard data repository
0,2709d7b1-22e1-4268-bcda-dc0c79f2878e,INFO,No version
1,2709d7b1-22e1-4268-bcda-dc0c79f2878e,INFO,DOI is not redirecting to Hakai's catalogue: https://zenodo.org/records/4005400
2,2709d7b1-22e1-4268-bcda-dc0c79f2878e,WARNING,No publisher
3,2709d7b1-22e1-4268-bcda-dc0c79f2878e,INFO,"Contact missing ORCID: contact['individual-name']='Brookson, Cole' contact.get('organisation-name')='University of Alberta'"
