,record_id,message
250,3c4cc294-1e9a-410e-81b0-0d9461e4b1c9,Metadata mismatch: author 'Allison A. Oliver' in CKAN record not found in DataCite
251,b276330c-4ee9-476a-979a-cebe52d51db6,No version
252,b276330c-4ee9-476a-979a-cebe52d51db6,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
253,b276330c-4ee9-476a-979a-cebe52d51db6,Metadata mismatch: author 'Hakai Geospatial Science' in CKAN record not found in DataCite
254,c68b9ec8-9f26-4fb0-9333-79730f4ea1ca,No version
255,c68b9ec8-9f26-4fb0-9333-79730f4ea1ca,No DOI defined
256,9b7adebb-5027-486a-8ed1-f97b5353a480,No DOI defined
257,b307d1bd-61be-4059-b4af-db36555dbd77,No projects associated
258,b307d1bd-61be-4059-b4af-db36555dbd77,No version
259,b307d1bd-61be-4059-b4af-db36555dbd77,No DOI defined
260,d1d07d48-c909-41b4-8c0f-13238720749c,No DOI defined
261,41e0fbeb-9e27-429c-84ea-7bb1be3f2a0d,No version
262,41e0fbeb-9e27-429c-84ea-7bb1be3f2a0d,No funder
263,41e0fbeb-9e27-429c-84ea-7bb1be3f2a0d,"Metadata mismatch: title CKAN='Dissolved and particulate organic carbon chemistry for freshwater and marine stations from 2014 through 2016 on Calvert and Hecate Islands, British Columbia, Canada. Version 1.0.' | DataCite='Organic Carbon at Land-Ocean Interface - Calvert Island - 2014-2016'"
264,41e0fbeb-9e27-429c-84ea-7bb1be3f2a0d,Metadata mismatch: creator 'A. A. Oliver' in DataCite not found in CKAN record
265,41e0fbeb-9e27-429c-84ea-7bb1be3f2a0d,Metadata mismatch: author 'Alison A. Oliver' in CKAN record not found in DataCite
266,9a930f50-82e2-4d7c-9686-6b551b9a458e,No version
267,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'David J. Levy-Booth' in CKAN record not found in DataCite
268,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'T.J. Heger' in CKAN record not found in DataCite
269,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'D.V. D’Amore' in CKAN record not found in DataCite
270,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'P.J. Keeling' in CKAN record not found in DataCite
271,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'S.J. Hallam' in CKAN record not found in DataCite
272,9a930f50-82e2-4d7c-9686-6b551b9a458e,Metadata mismatch: author 'W.W. Mohn' in CKAN record not found in DataCite
273,582c6ff0-029e-44ba-8ba1-d3f2f39f2005,Metadata mismatch: related work '10.21966/1.566666' in CKAN not found in DataCite
274,7c2b8668-75a3-4fc8-bff3-bdae5d95f52d,No version
275,7c2b8668-75a3-4fc8-bff3-bdae5d95f52d,No DOI defined
276,6338c2fa-3d4d-42dc-9c91-31761365e11e,No version
277,e4038a43-060b-474e-b6f2-ea68d0081053,Invalid Resource URL: https://github.com/HakaiInstitute/hakai-wetlab-calliarthron2023 returned status_code=404
278,b3e5b67d-2425-4a4f-80b0-d1076df5492a,No version
279,b3e5b67d-2425-4a4f-80b0-d1076df5492a,No DOI defined
280,b3e5b67d-2425-4a4f-80b0-d1076df5492a,No funder
281,a48161da-c603-43d6-9dc6-44b861984b49,Metadata mismatch: related identifier 'https://doi.org/10.1016/j.rse.2018.06.039' (IsDocumentedBy) in DataCite not found in CKAN
282,a48161da-c603-43d6-9dc6-44b861984b49,Metadata mismatch: related identifier 'https://doi.org/10.1371/journal.pone.0271477' (IsDerivedFrom) in DataCite not found in CKAN
283,f31f38bf-16bc-4136-8982-a2df5fefb3a0,No version
284,151f5813-8d7c-4042-8b7a-a878c814145e,No DOI defined
285,4f1e8eac-8390-44d8-93d6-9263fc1dfcf9,No projects associated
286,4f1e8eac-8390-44d8-93d6-9263fc1dfcf9,Record DOI HTTPS link is failling: https://doi.org/10.21966/1.715699 status_code=502
287,70f29525-f17b-4bc7-ae7f-d1e7205ba16c,No version
288,70f29525-f17b-4bc7-ae7f-d1e7205ba16c,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
289,70f29525-f17b-4bc7-ae7f-d1e7205ba16c,Metadata mismatch: author 'Hakai Geospatial' in CKAN record not found in DataCite
290,cb0f4710-d78a-4073-959c-95f874f88711,"Metadata mismatch: title CKAN='Phytoplankton Pigment Timeseries from High-Performance Liquid Chromatography for the Northern Salish Sea and Central Coast, BC, Canada (Research)' | DataCite='High performance liquid chromatography phytoplankton pigment timeseries for the northern Salish Sea and central coast, British Columbia'"
291,cb0f4710-d78a-4073-959c-95f874f88711,Metadata mismatch: related identifier 'https://ntrs.nasa.gov/citations/20110008482' (IsDocumentedBy) in DataCite not found in CKAN
292,dc84cb4c-ba14-4632-a595-eed526bf9db1,No version
293,dc84cb4c-ba14-4632-a595-eed526bf9db1,No DOI defined
294,9c581481-f2ee-4353-b1ab-c5bf242945fe,No version
295,9c581481-f2ee-4353-b1ab-c5bf242945fe,No DOI defined
296,362130df-bc83-48b7-80f9-ad11ad6a91c9,No version
297,362130df-bc83-48b7-80f9-ad11ad6a91c9,No DOI defined
298,362130df-bc83-48b7-80f9-ad11ad6a91c9,No funder
299,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,No version
300,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,No funder
301,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,No publisher
302,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,Metadata mismatch: creator 'Mathew Brown' in DataCite not found in CKAN record
303,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,Metadata mismatch: author 'Natalie Mahara' in CKAN record not found in DataCite
304,d3ed88cb-4f38-4c2e-a966-3dd49c9cafec,Metadata mismatch: author 'Brian Hunt' in CKAN record not found in DataCite
305,0e92249d-74e1-4253-a8a5-876d08a8ff65,Invalid Resource URL: https://github.com/HakaiInstitute/Biogeochemical-Sampling-of-28-Streams-on-Vancouver-Island returned status_code=404
306,0e92249d-74e1-4253-a8a5-876d08a8ff65,Metadata mismatch: version CKAN='1.0.4' | DataCite='1.0.0'
307,0e92249d-74e1-4253-a8a5-876d08a8ff65,Metadata mismatch: related work 'https://10.21966/cqrt-sk09' in CKAN not found in DataCite
308,384dbb32-4bc8-4bd1-a741-6abbd332a50a,No version
309,384dbb32-4bc8-4bd1-a741-6abbd332a50a,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
310,384dbb32-4bc8-4bd1-a741-6abbd332a50a,Metadata mismatch: author 'Airborne Coastal Observatory' in CKAN record not found in DataCite
311,2916abf5-419e-4cd7-8e25-f45f07a21313,Metadata mismatch: related work 'https://drive.google.com/file/d/1crbcqqcmvk3ibyxufqxgj7yv7s5a2-1y/view?usp=sharing' in CKAN not found in DataCite
312,2916abf5-419e-4cd7-8e25-f45f07a21313,Metadata mismatch: related identifier 'https://drive.google.com/file/d/1ZgcHBPDNHUNRvoaYmpj-IcbDrtPWoviN/view?usp=sharing' (HasMetadata) in DataCite not found in CKAN
313,3f883dc6-56ac-42f5-a1d4-6de554a9e63d,No version
314,3f883dc6-56ac-42f5-a1d4-6de554a9e63d,DOI is not redirecting to Hakai's catalogue: https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0208810
315,3f883dc6-56ac-42f5-a1d4-6de554a9e63d,"Metadata mismatch: title CKAN='Surface Seawater and Marine Boundary Layer CO2 Observations from the Kwakshua Channel (KC) Buoy on the Central Coast of British Columbia (Research)' | DataCite='Surface seawater and marine boundary layer partial pressure of carbon dioxide (pCO2), temperature and salinity observations made from the Kwakshua Channel (KC) Buoy off the central coast of British Columbia (NCEI Accession 0208810)'"
316,3f883dc6-56ac-42f5-a1d4-6de554a9e63d,Metadata mismatch: creator 'Katie Pocock' in DataCite not found in CKAN record
317,3f883dc6-56ac-42f5-a1d4-6de554a9e63d,Metadata mismatch: author 'Katie Campbell' in CKAN record not found in DataCite
318,f1f4ee29-1d0d-49f9-9a5b-64768f24a6ff,No version
319,f1f4ee29-1d0d-49f9-9a5b-64768f24a6ff,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
320,f1f4ee29-1d0d-49f9-9a5b-64768f24a6ff,Metadata mismatch: author 'Hakai Geospatial' in CKAN record not found in DataCite
321,185462b6-5d10-43d8-91b2-b92010e80ff4,Metadata mismatch: related work '10.3389/fmars.2022.968470' in CKAN not found in DataCite
322,185462b6-5d10-43d8-91b2-b92010e80ff4,Metadata mismatch: related work '10.1016/j.rse.2021.112317' in CKAN not found in DataCite
323,185462b6-5d10-43d8-91b2-b92010e80ff4,Metadata mismatch: related work '10.1109/igarss.2012.6351194' in CKAN not found in DataCite
324,185462b6-5d10-43d8-91b2-b92010e80ff4,Metadata mismatch: related work '10.1109/pacrim47961.2019.8985053' in CKAN not found in DataCite
325,2a104224-c3eb-4778-adc3-865b36471b1b,No version
326,2a104224-c3eb-4778-adc3-865b36471b1b,Metadata mismatch: related identifier '10.21966/1.566666' (Continues) in DataCite not found in CKAN
327,2a104224-c3eb-4778-adc3-865b36471b1b,Metadata mismatch: related identifier '10.14288/1.0396439' (IsSourceOf) in DataCite not found in CKAN
328,36e9e6ae-a407-456e-8fe2-a3a78b246bf7,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
329,36e9e6ae-a407-456e-8fe2-a3a78b246bf7,Metadata mismatch: author 'Hakai Geospatial' in CKAN record not found in DataCite
330,def2a409-2319-4e8c-a584-9a467f044ada,No version
331,def2a409-2319-4e8c-a584-9a467f044ada,No funder
332,def2a409-2319-4e8c-a584-9a467f044ada,Invalid Resource URL: https://drive.google.com/open?id=0B3dfJwMwT2k4RzNYOGFUcFNpUms returned status_code=404
333,55e7c337-02e8-4200-8ea9-88241d978f96,No version
334,55e7c337-02e8-4200-8ea9-88241d978f96,Metadata mismatch: related identifier '10.21966/q31x-qg72' (References) in DataCite not found in CKAN
335,55e7c337-02e8-4200-8ea9-88241d978f96,Metadata mismatch: related identifier '10.21966/v57r-g944' (References) in DataCite not found in CKAN
336,cd3ca52d-dc83-4501-9e53-7b00c8ab9090,No version
337,cd3ca52d-dc83-4501-9e53-7b00c8ab9090,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
338,dcde7ad3-f54e-4210-ae4e-33db5aac63fe,No version
339,dcde7ad3-f54e-4210-ae4e-33db5aac63fe,No funder
340,b5ee0615-c04d-462e-8199-f611bc6370ce,No projects associated
341,b5ee0615-c04d-462e-8199-f611bc6370ce,No version
342,b5ee0615-c04d-462e-8199-f611bc6370ce,No DOI defined
343,b5ee0615-c04d-462e-8199-f611bc6370ce,No funder
344,f51d96b5-1827-4aab-b1ce-575faff1fd03,Metadata mismatch: version CKAN='3.1.0' | DataCite='3.0'
345,ee30aa86-e786-4a3f-b90f-df09a134621d,No version
346,ee30aa86-e786-4a3f-b90f-df09a134621d,No funder
347,ee30aa86-e786-4a3f-b90f-df09a134621d,No publisher
348,ee30aa86-e786-4a3f-b90f-df09a134621d,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
349,ee30aa86-e786-4a3f-b90f-df09a134621d,Metadata mismatch: author 'Wiley Evans' in CKAN record not found in DataCite
350,ee30aa86-e786-4a3f-b90f-df09a134621d,Metadata mismatch: author 'Katie Pocock' in CKAN record not found in DataCite
351,ee30aa86-e786-4a3f-b90f-df09a134621d,Metadata mismatch: author 'Carrie Weekes' in CKAN record not found in DataCite
352,52048599-9a0c-4d33-861f-26eaedc86bd5,No version
353,52048599-9a0c-4d33-861f-26eaedc86bd5,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
354,52048599-9a0c-4d33-861f-26eaedc86bd5,Metadata mismatch: author 'Hakai Geospatial Technology Team' in CKAN record not found in DataCite
355,6c99bd67-3be1-4818-bf01-dfa56e910db3,Metadata mismatch: related work 'https://hakai.maps.arcgis.com/home/webmap/viewer.html?webmap=75ee2603aa5a45068c7e3579796c3aab' in CKAN not found in DataCite
356,49967494-a7b6-4128-b336-671971d1e2c6,No projects associated
357,49967494-a7b6-4128-b336-671971d1e2c6,No version
358,49967494-a7b6-4128-b336-671971d1e2c6,No DOI defined
359,49967494-a7b6-4128-b336-671971d1e2c6,No funder
360,49ec67e4-f7be-4658-b2b6-e4b57d9901df,No version
361,21ee0a17-9de0-49d7-9b04-cb9d5f557e9f,No version
362,21ee0a17-9de0-49d7-9b04-cb9d5f557e9f,No DOI defined
363,21ee0a17-9de0-49d7-9b04-cb9d5f557e9f,No funder
364,6f261f49-dd1b-4250-ac59-e88c3d1b2470,No version
365,6f261f49-dd1b-4250-ac59-e88c3d1b2470,No DOI defined
366,6f261f49-dd1b-4250-ac59-e88c3d1b2470,No funder
367,727b8863-91cc-4765-b0c0-80cb74b11182,No projects associated
368,727b8863-91cc-4765-b0c0-80cb74b11182,No version
369,727b8863-91cc-4765-b0c0-80cb74b11182,No DOI defined
370,727b8863-91cc-4765-b0c0-80cb74b11182,No funder
371,5dea887f-9b1d-4b20-a59a-3d4a2877a52c,No version
372,5dea887f-9b1d-4b20-a59a-3d4a2877a52c,No DOI defined
373,18911dee-9ca0-408b-8999-28da3e3dde7a,No version
374,18911dee-9ca0-408b-8999-28da3e3dde7a,No funder
375,2510cc69-bd46-4534-a62f-dae1903b388d,No version
376,dd30b32a-2099-4909-838d-6ade9804381a,No version
377,dd30b32a-2099-4909-838d-6ade9804381a,Record DOI HTTPS link is failling: https://doi.org/10.21966/exy6-1k58 status_code=502
378,dd30b32a-2099-4909-838d-6ade9804381a,No funder
379,dd30b32a-2099-4909-838d-6ade9804381a,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
380,dd30b32a-2099-4909-838d-6ade9804381a,Metadata mismatch: author 'Angeleen Olson' in CKAN record not found in DataCite
381,dd30b32a-2099-4909-838d-6ade9804381a,Metadata mismatch: author 'Margot Hessing-Lewis' in CKAN record not found in DataCite
382,dd30b32a-2099-4909-838d-6ade9804381a,Metadata mismatch: author 'D Haggarty' in CKAN record not found in DataCite
383,dd30b32a-2099-4909-838d-6ade9804381a,Metadata mismatch: author 'Francis Juanes' in CKAN record not found in DataCite
384,45983472-7627-4227-b312-079c2aeda7ef,No version
385,7f23d45b-b777-491c-b602-def5402d3d83,No version
386,7f23d45b-b777-491c-b602-def5402d3d83,No funder
387,7f23d45b-b777-491c-b602-def5402d3d83,No publisher
388,7f23d45b-b777-491c-b602-def5402d3d83,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
389,6be4c552-469a-4558-b63d-7a2c52566fe2,No version
390,0d9ca9c8-95b0-48db-87b9-7db8af77363e,No version
391,0d9ca9c8-95b0-48db-87b9-7db8af77363e,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
392,0d9ca9c8-95b0-48db-87b9-7db8af77363e,Metadata mismatch: author 'Hakai Geospatial Technology Team' in CKAN record not found in DataCite
393,f5d51d99-ce24-4713-a317-7927dd283f1a,No version
394,f5d51d99-ce24-4713-a317-7927dd283f1a,No DOI defined
395,f5d51d99-ce24-4713-a317-7927dd283f1a,No funder
396,f5d51d99-ce24-4713-a317-7927dd283f1a,No publisher
397,9001166d-e7eb-410f-92d6-17df0593cb2e,No version
398,9001166d-e7eb-410f-92d6-17df0593cb2e,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
399,9001166d-e7eb-410f-92d6-17df0593cb2e,Metadata mismatch: author 'Hakai Geospatial Technology Team' in CKAN record not found in DataCite
400,9001166d-e7eb-410f-92d6-17df0593cb2e,Metadata mismatch: related work '10.21966/m5rv-4f16' in CKAN not found in DataCite
401,5143957b-ee18-44d3-8000-a9c8f9a34a0d,No DOI defined
402,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,No version
403,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,No funder
404,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,No publisher
405,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
406,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,Metadata mismatch: author 'Carolyn Prentice' in CKAN record not found in DataCite
407,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,Metadata mismatch: author 'Katrina Poppe' in CKAN record not found in DataCite
408,dd5c8784-c292-4f68-bc3d-a460adb8cdbf,Metadata mismatch: related work '10.1029/2019gb006345' in CKAN not found in DataCite
409,17680b42-fb77-4ab5-8645-23bb2f28c3e0,No version
410,17680b42-fb77-4ab5-8645-23bb2f28c3e0,No DOI defined
411,17680b42-fb77-4ab5-8645-23bb2f28c3e0,No funder
412,08d2c4ef-d157-480d-b3a9-6d0210c8d6ff,No version
413,f0cae885-2124-41c1-8523-2c6725c40dd6,No version
414,e40c42ef-cabf-4969-aeb3-263407a91a68,No funder
415,abb0b617-3a3e-43ec-b62e-e2918bfc10aa,Metadata mismatch: related identifier 'https://doi.org/10.48321/D18S8D' (Documents) in DataCite not found in CKAN
416,a9527050-a108-46f7-ac9f-7150b4abede5,No version
417,a9527050-a108-46f7-ac9f-7150b4abede5,No DOI defined
418,a9527050-a108-46f7-ac9f-7150b4abede5,No funder
419,a9527050-a108-46f7-ac9f-7150b4abede5,No publisher
420,5b78f1a7-6adb-4610-9ebe-019c3da65ae8,No projects associated
421,5b78f1a7-6adb-4610-9ebe-019c3da65ae8,No version
422,5b78f1a7-6adb-4610-9ebe-019c3da65ae8,No DOI defined
423,5b78f1a7-6adb-4610-9ebe-019c3da65ae8,No funder
424,0074861a-39f2-42c1-ae71-abef4f78fd78,Metadata mismatch: related work '10.21966/0xex-r023' in CKAN not found in DataCite
425,eb02906a-9645-4486-ba14-46d71c581352,No version
426,eb02906a-9645-4486-ba14-46d71c581352,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
427,f9ff815c-c57a-4750-8f80-25f5e145c8c0,No version
428,f9ff815c-c57a-4750-8f80-25f5e145c8c0,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
429,f9ff815c-c57a-4750-8f80-25f5e145c8c0,Metadata mismatch: author 'Geospatial Technology Team' in CKAN record not found in DataCite
430,d3c4dde5-38b2-480d-a4e7-228bde9eb537,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
431,d3c4dde5-38b2-480d-a4e7-228bde9eb537,Metadata mismatch: author 'Hakai Geospatial' in CKAN record not found in DataCite
432,b0e815da-1b17-404d-8bf6-0bdb4a22d170,Metadata mismatch: author 'Hakai Institute Geospatial' in CKAN record not found in DataCite
433,281d7444-efa6-4b18-ac0a-55c8f8b484be,No version
434,281d7444-efa6-4b18-ac0a-55c8f8b484be,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
435,281d7444-efa6-4b18-ac0a-55c8f8b484be,Metadata mismatch: author 'Airborne Coastal Observatory' in CKAN record not found in DataCite
436,a8d40002-d393-40da-882c-73c0ad8ca7e6,No version
437,a8d40002-d393-40da-882c-73c0ad8ca7e6,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
438,a8d40002-d393-40da-882c-73c0ad8ca7e6,Metadata mismatch: author 'Geospatial Team' in CKAN record not found in DataCite
439,45a45b5d-e45c-453c-9d36-036f69d533ae,Metadata mismatch: related work 'https://10.21966/xp9x-m243' in CKAN not found in DataCite
440,45a45b5d-e45c-453c-9d36-036f69d533ae,Metadata mismatch: related work '10.21966/zjc2-b004' in CKAN not found in DataCite
441,0ca539a4-217f-43ff-947e-5679dd8d64dd,No version
442,0ca539a4-217f-43ff-947e-5679dd8d64dd,No DOI defined
443,0ca539a4-217f-43ff-947e-5679dd8d64dd,No funder
444,5b4d3afa-e0bd-417f-ba08-437cc7e7f864,No version
445,39f8b771-eb65-420f-b64e-742d94bbebf0,No version
446,39f8b771-eb65-420f-b64e-742d94bbebf0,No funder
447,39f8b771-eb65-420f-b64e-742d94bbebf0,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
448,39f8b771-eb65-420f-b64e-742d94bbebf0,Metadata mismatch: author 'Emily Haughton' in CKAN record not found in DataCite
449,39f8b771-eb65-420f-b64e-742d94bbebf0,Metadata mismatch: author 'Isabelle Desmarais' in CKAN record not found in DataCite
450,39f8b771-eb65-420f-b64e-742d94bbebf0,Metadata mismatch: author 'Robert White' in CKAN record not found in DataCite
451,6ce6e697-d539-41b1-9771-b5e859a6ff50,Metadata mismatch: version CKAN='2.1.0' | DataCite='2.0'
452,8d3f619f-e3e5-44a7-8b35-7e4ed1e6af31,No projects associated
453,8d3f619f-e3e5-44a7-8b35-7e4ed1e6af31,No version
454,8d3f619f-e3e5-44a7-8b35-7e4ed1e6af31,No DOI defined
455,8d3f619f-e3e5-44a7-8b35-7e4ed1e6af31,No funder
456,c83b5cbf-cc8c-4676-823c-77e28c0ec9da,No version
457,c83b5cbf-cc8c-4676-823c-77e28c0ec9da,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
458,46377bf0-06d5-4612-970d-29cd972e4870,No funder
459,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
460,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
461,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: author 'Tyrel Froese' in CKAN record not found in DataCite
462,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: author 'Gillian Sadlier-Brown' in CKAN record not found in DataCite
463,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: author 'Margot Hessing-Lewis' in CKAN record not found in DataCite
464,46377bf0-06d5-4612-970d-29cd972e4870,Metadata mismatch: author 'Alyssa Gehman' in CKAN record not found in DataCite
465,caf810f0-228a-4827-856c-f9b07a2377af,Metadata mismatch: related work '10.3389/fmars.2022.968470' in CKAN not found in DataCite
466,caf810f0-228a-4827-856c-f9b07a2377af,Metadata mismatch: related work '10.1016/j.rse.2021.112317' in CKAN not found in DataCite
467,caf810f0-228a-4827-856c-f9b07a2377af,Metadata mismatch: related work '10.1109/igarss.2012.6351194' in CKAN not found in DataCite
468,caf810f0-228a-4827-856c-f9b07a2377af,Metadata mismatch: related work '10.1109/pacrim47961.2019.8985053' in CKAN not found in DataCite
469,78b2edef-dab3-47a9-93bb-af63dfcd178d,No version
470,78b2edef-dab3-47a9-93bb-af63dfcd178d,DOI is not redirecting to Hakai's catalogue: https://www.ncei.noaa.gov/access/metadata/landing-page/bin/iso?id=gov.noaa.nodc:0247208
471,78b2edef-dab3-47a9-93bb-af63dfcd178d,"Metadata mismatch: title CKAN='Seawater Carbon Dioxide (CO2) Content from the Burke-o-Lator pCO2/TCO2 analyzer located at Sitka Harbor, Sitka, Alaska, USA (Research)' | DataCite='High-resolution record of surface seawater carbon dioxide (CO2) content, water temperature, sea surface salinity and other parameters collected in Sitka Harbor, Alaska, USA from 2017-06-01 to 2021-04-27 (NCEI Accession 0247208)'"
472,b36a7c12-cb56-46b7-8241-9b52ac30c766,No version
473,b36a7c12-cb56-46b7-8241-9b52ac30c766,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
474,b36a7c12-cb56-46b7-8241-9b52ac30c766,Metadata mismatch: author 'Geospatial Technology Team Hakai' in CKAN record not found in DataCite
475,2dd906f9-e0fe-4b8c-afe6-c5f2bf7400ae,No version
476,2dd906f9-e0fe-4b8c-afe6-c5f2bf7400ae,No DOI defined
477,1f798a06-9c01-4025-93c6-b1a9f8ce6832,No version
478,63f6c693-7c22-49cc-ad7d-9aa1774a5972,Record DOI HTTPS link is failling: https://doi.org/10.21966/f9m6-qg12 status_code=502
479,22951dd4-a9f7-4f2a-b11d-d50e184dc223,No version
480,22951dd4-a9f7-4f2a-b11d-d50e184dc223,No DOI defined
481,22951dd4-a9f7-4f2a-b11d-d50e184dc223,No funder
482,22951dd4-a9f7-4f2a-b11d-d50e184dc223,Invalid Resource URL: https://drive.google.com/open?id=1jukkkqR46AAO14Q80XMWzwojRotSkuYS returned status_code=404
483,22951dd4-a9f7-4f2a-b11d-d50e184dc223,Empty resource name
484,357b017c-6add-4bde-95d0-386bdbab92b3,Metadata mismatch: related work '10.21966/4kr2-jc55' in CKAN not found in DataCite
485,357b017c-6add-4bde-95d0-386bdbab92b3,Metadata mismatch: related identifier 'https://github.com/HakaiInstitute/sentinels-light-trap-public/blob/main/docs/Protocols/2024%20Light%20Trap%20Protocols.pdf' (IsDocumentedBy) in DataCite not found in CKAN
486,8dc6dfd7-cda8-4fbf-af6a-dcae7d92ed0e,Metadata mismatch: related work 'https://drive.google.com/file/d/1cyodfkonv4nbh8c_tb9re4ra-8cxjkz7/view?usp=sharing' in CKAN not found in DataCite
487,8dc6dfd7-cda8-4fbf-af6a-dcae7d92ed0e,Metadata mismatch: related identifier 'https://drive.google.com/file/d/1GO3hrEXNGrfRjAYD24fLVe20DZ1T63YT/view?usp=sharing' (IsDocumentedBy) in DataCite not found in CKAN
488,967f98cb-131a-421e-bcfd-467cff973b30,No funder
489,967f98cb-131a-421e-bcfd-467cff973b30,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
490,967f98cb-131a-421e-bcfd-467cff973b30,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
491,967f98cb-131a-421e-bcfd-467cff973b30,Metadata mismatch: author 'Margot Hessing-Lewis' in CKAN record not found in DataCite
492,967f98cb-131a-421e-bcfd-467cff973b30,Metadata mismatch: author 'Alyssa Gehman' in CKAN record not found in DataCite
493,826d8228-baab-4191-82de-44701cd93806,No projects associated
494,826d8228-baab-4191-82de-44701cd93806,No version
495,826d8228-baab-4191-82de-44701cd93806,No DOI defined
496,826d8228-baab-4191-82de-44701cd93806,No funder
497,262f25ca-ca11-4b10-bb6c-9aec117319a9,Metadata mismatch: related work 'https://10.21966/t8hm-ge90' in CKAN not found in DataCite
498,262f25ca-ca11-4b10-bb6c-9aec117319a9,Metadata mismatch: related identifier '10.21966/t8hm-ge90' (Continues) in DataCite not found in CKAN
499,186d3139-66a1-43f9-9ac7-c5607252146e,Metadata mismatch: related work '10.21966/g7zf-1v08' in CKAN not found in DataCite
500,186d3139-66a1-43f9-9ac7-c5607252146e,Metadata mismatch: related work 'https://10.21966/kace-2d24' in CKAN not found in DataCite
501,bdc6c492-dbb1-4d6e-90b8-d7bddf2c6356,No DOI defined
502,bdc6c492-dbb1-4d6e-90b8-d7bddf2c6356,No funder
503,15f1d4a2-c82a-450c-a8f7-badb34b9c0dc,No version
504,15f1d4a2-c82a-450c-a8f7-badb34b9c0dc,No funder
505,15f1d4a2-c82a-450c-a8f7-badb34b9c0dc,No publisher
506,15f1d4a2-c82a-450c-a8f7-badb34b9c0dc,Metadata mismatch: creator 'Hakai Institute' in DataCite not found in CKAN record
507,15f1d4a2-c82a-450c-a8f7-badb34b9c0dc,Metadata mismatch: author 'Wiley Evans' in CKAN record not found in DataCite
508,fd691f42-76e9-4e18-80b1-9fb0d6960d95,No version
509,fd691f42-76e9-4e18-80b1-9fb0d6960d95,No DOI defined
510,79e98468-af9a-4b52-aa9c-71129fa9cb03,No version
511,79e98468-af9a-4b52-aa9c-71129fa9cb03,Metadata mismatch: author 'Santiago Gonzalez Arriola' in CKAN record not found in DataCite
512,e1baeb3c-b764-434c-b0eb-7cb43fe5ef7a,No version
513,e1baeb3c-b764-434c-b0eb-7cb43fe5ef7a,No DOI defined
514,324c5ae3-b0ac-4302-b701-598ebbb25870,No version
515,324c5ae3-b0ac-4302-b701-598ebbb25870,Metadata mismatch: author 'William C. Floyd' in CKAN record not found in DataCite
