,record_id,level,message
2,0315e710-5cef-4089-acfc-253d0e114b36,INFO,No version
3,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,No funder
4,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,No publisher
5,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,"Contact missing ORCID: contact['individual-name']='Pontier, Ondine' contact.get('organisation-name')='Hakai Institute'"
6,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,"Contact missing organization ROR:  contact['individual-name']='Pontier, Ondine' contact['organisation-name']='Hakai Institute'"
7,0315e710-5cef-4089-acfc-253d0e114b36,INFO,"Contact missing ORCID: contact['individual-name']='Burt, J.' contact.get('organisation-name')=''"
8,0315e710-5cef-4089-acfc-253d0e114b36,INFO,"Contact missing ORCID: contact['individual-name']='Okamoto, D.' contact.get('organisation-name')=''"
9,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,"Contact missing ORCID: contact['individual-name']='Hessing-Lewis, Margot' contact.get('organisation-name')='Hakai Institute'"
10,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,"Contact missing organization ROR:  contact['individual-name']='Hessing-Lewis, Margot' contact['organisation-name']='Hakai Institute'"
11,0315e710-5cef-4089-acfc-253d0e114b36,WARNING,Record isn't accesible via a general public repository
0,76aeea5b-addd-4646-94fc-b292de54f25c,WARNING,No funder
1,76aeea5b-addd-4646-94fc-b292de54f25c,WARNING,Record isn't accesible via a general public repository
0,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,ERROR,No projects associated
1,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,INFO,Title is greater than 60 characters
2,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,INFO,No version
3,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,ERROR,Invalid distributor organisation-name: organization_name='Wild Salmon Centre' expects 'Hakai Institute'
4,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,WARNING,No funder
5,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,WARNING,No publisher
6,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,INFO,Contact missing ORCID: contact['individual-name']='Will Atlas' contact.get('organisation-name')='Wild Salmon Centre'
7,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,INFO,Contact missing organization ROR:  contact['individual-name']='Will Atlas' contact['organisation-name']='Wild Salmon Centre'
8,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,WARNING,Contact missing ORCID: contact['individual-name']='Ian Giesbrecht' contact.get('organisation-name')='Hakai Institute'
9,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,WARNING,Contact missing organization ROR:  contact['individual-name']='Ian Giesbrecht' contact['organisation-name']='Hakai Institute'
10,5f6c9ef0-ea95-4dc6-bc67-0f55e6d2f8af,WARNING,Record isn't accesible via a general public repository
0,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,ERROR,No projects associated
1,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,INFO,Title is greater than 60 characters
2,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,INFO,No version
3,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,No DOI defined
4,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,No funder
5,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Contact missing ORCID: contact['individual-name']='Gordon W. Frazer' contact.get('organisation-name')='Hakai Institute'
6,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Contact missing organization ROR:  contact['individual-name']='Gordon W. Frazer' contact['organisation-name']='Hakai Institute'
7,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Contact missing ORCID: contact['individual-name']='Geospatial Technology Team Hakai' contact.get('organisation-name')='Hakai Institute'
8,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Contact missing organization ROR:  contact['individual-name']='Geospatial Technology Team Hakai' contact['organisation-name']='Hakai Institute'
9,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
10,a4b8bbc4-8ee4-43ed-8310-75eb37c537f4,WARNING,Record isn't accesible via a general public repository
0,e9e51678-aa19-46a0-bb7b-87a786ef01ad,ERROR,No projects associated
1,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,Title contains acronyms potentially
2,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,Title is greater than 60 characters
3,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,No version
4,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,No funder
5,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,No publisher
6,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing ORCID: contact['individual-name']='Evans, Wiley' contact.get('organisation-name')='Hakai Institute'"
7,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing organization ROR:  contact['individual-name']='Evans, Wiley' contact['organisation-name']='Hakai Institute'"
8,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing ORCID: contact['individual-name']='Pocock, Katie' contact.get('organisation-name')='Hakai Institute'"
9,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing organization ROR:  contact['individual-name']='Pocock, Katie' contact['organisation-name']='Hakai Institute'"
10,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing ORCID: contact['individual-name']='Weekes, Carrie' contact.get('organisation-name')='Hakai Institute'"
11,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,"Contact missing organization ROR:  contact['individual-name']='Weekes, Carrie' contact['organisation-name']='Hakai Institute'"
12,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,"Contact missing ORCID: contact['individual-name']='Hales, Burke' contact.get('organisation-name')='Oregon State University'"
13,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,"Contact missing organization ROR:  contact['individual-name']='Hales, Burke' contact['organisation-name']='Oregon State University'"
14,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,"Contact missing ORCID: contact['individual-name']='M. Monacci, Natalie' contact.get('organisation-name')='Universit of Alaska Fairbanks'"
15,e9e51678-aa19-46a0-bb7b-87a786ef01ad,INFO,"Contact missing organization ROR:  contact['individual-name']='M. Monacci, Natalie' contact['organisation-name']='Universit of Alaska Fairbanks'"
16,e9e51678-aa19-46a0-bb7b-87a786ef01ad,ERROR,Invalid resources.url.status_code: 401 for resources[1].url=https://hecate.hakai.org/erddap/tabledap/HakaiKetchikanBoLResearch.html
17,e9e51678-aa19-46a0-bb7b-87a786ef01ad,WARNING,Record isn't accesible via a general public repository
0,07a103e2-7fb1-4960-8842-22cc400ce04d,ERROR,No projects associated
1,07a103e2-7fb1-4960-8842-22cc400ce04d,INFO,No version
2,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,No DOI defined
3,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,No funder
4,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,No publisher
5,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,Contact missing ORCID: contact['individual-name']='Nick Viner' contact.get('organisation-name')='Hakai Institute'
6,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,Contact missing organization ROR:  contact['individual-name']='Nick Viner' contact['organisation-name']='Hakai Institute'
7,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
8,07a103e2-7fb1-4960-8842-22cc400ce04d,WARNING,Record isn't accesible via a general public repository
0,56063f8a-4f16-4a59-a9b0-8b23d9e02578,INFO,No version
1,56063f8a-4f16-4a59-a9b0-8b23d9e02578,WARNING,No DOI defined
2,56063f8a-4f16-4a59-a9b0-8b23d9e02578,WARNING,No funder
3,56063f8a-4f16-4a59-a9b0-8b23d9e02578,WARNING,"Contact missing ORCID: contact['individual-name']='Remote Sensing Team, Terra' contact.get('organisation-name')='Hakai Institute'"
4,56063f8a-4f16-4a59-a9b0-8b23d9e02578,INFO,"Contact missing ORCID: contact['individual-name']='Frazer, Gordon' contact.get('organisation-name')='University of Northern British Columbia'"
5,56063f8a-4f16-4a59-a9b0-8b23d9e02578,INFO,"Contact missing ORCID: contact['individual-name']='Mostyn, David' contact.get('organisation-name')='Terra Remote Sensing Inc.'"
6,56063f8a-4f16-4a59-a9b0-8b23d9e02578,INFO,"Contact missing organization ROR:  contact['individual-name']='Mostyn, David' contact['organisation-name']='Terra Remote Sensing Inc.'"
7,56063f8a-4f16-4a59-a9b0-8b23d9e02578,WARNING,Record isn't accesible via a general public repository
0,0d25c2d9-e246-417d-b546-32b38ec62525,ERROR,No projects associated
1,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,Title contains acronyms potentially
2,0d25c2d9-e246-417d-b546-32b38ec62525,INFO,Title is greater than 60 characters
3,0d25c2d9-e246-417d-b546-32b38ec62525,INFO,No version
4,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,No funder
5,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,No publisher
6,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,Contact missing ORCID: contact['individual-name']='Wiley Evans' contact.get('organisation-name')='Hakai Institute'
7,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,Contact missing organization ROR:  contact['individual-name']='Wiley Evans' contact['organisation-name']='Hakai Institute'
8,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
9,0d25c2d9-e246-417d-b546-32b38ec62525,WARNING,Record isn't accesible via a general public repository
0,943bc8dd-642d-411b-9865-d364f14da911,WARNING,No publisher
1,943bc8dd-642d-411b-9865-d364f14da911,WARNING,"Contact missing ORCID: contact['individual-name']='Mackenzie, Chris' contact.get('organisation-name')='Hakai Institute'"
2,943bc8dd-642d-411b-9865-d364f14da911,INFO,"Contact missing ORCID: contact['individual-name']='Hannah, Charles' contact.get('organisation-name')='Fisheries and Oceans Canada'"
3,943bc8dd-642d-411b-9865-d364f14da911,WARNING,Record isn't accesible via a general public repository
0,5c2d5e0a-bfea-4bcf-b1c8-b7f92b16647f,INFO,Title is greater than 60 characters
1,5c2d5e0a-bfea-4bcf-b1c8-b7f92b16647f,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
2,5c2d5e0a-bfea-4bcf-b1c8-b7f92b16647f,WARNING,Record isn't accesible via a general public repository
0,314809ba-c43e-4a55-a2be-d47fcae35b54,INFO,Title is greater than 60 characters
1,314809ba-c43e-4a55-a2be-d47fcae35b54,INFO,No version
2,314809ba-c43e-4a55-a2be-d47fcae35b54,WARNING,No funder
3,314809ba-c43e-4a55-a2be-d47fcae35b54,WARNING,Record isn't accesible via a general public repository
0,289e5bdf-52df-45a3-9b69-59868fadd9f9,ERROR,No projects associated
1,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Title contains acronyms potentially
2,289e5bdf-52df-45a3-9b69-59868fadd9f9,INFO,Title is greater than 60 characters
3,289e5bdf-52df-45a3-9b69-59868fadd9f9,INFO,No version
4,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,No DOI defined
5,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,No publisher
6,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Contact missing ORCID: contact['individual-name']='UNBC LiDAR Research Group' contact.get('organisation-name')='Hakai Institute'
7,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Contact missing organization ROR:  contact['individual-name']='UNBC LiDAR Research Group' contact['organisation-name']='Hakai Institute'
8,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
9,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Contact missing organization ROR:  contact['individual-name']='Hakai Geospatial Technology Team' contact['organisation-name']='Hakai Institute'
10,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
11,289e5bdf-52df-45a3-9b69-59868fadd9f9,WARNING,Record isn't accesible via a general public repository
0,95f22f64-593a-4415-b968-e3867240fec4,ERROR,No projects associated
1,95f22f64-593a-4415-b968-e3867240fec4,INFO,No version
2,95f22f64-593a-4415-b968-e3867240fec4,WARNING,No DOI defined
3,95f22f64-593a-4415-b968-e3867240fec4,WARNING,No funder
4,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing ORCID: contact['individual-name']='Luba Reshitnyk' contact.get('organisation-name')='Hakai Institute'
5,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing organization ROR:  contact['individual-name']='Luba Reshitnyk' contact['organisation-name']='Hakai Institute'
6,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing ORCID: contact['individual-name']='Keith Holmes' contact.get('organisation-name')='Hakai Institute'
7,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing organization ROR:  contact['individual-name']='Keith Holmes' contact['organisation-name']='Hakai Institute'
8,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
9,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing organization ROR:  contact['individual-name']='Hakai Geospatial Technology Team' contact['organisation-name']='Hakai Institute'
10,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
11,95f22f64-593a-4415-b968-e3867240fec4,WARNING,Record isn't accesible via a general public repository
0,245e6f57-a369-4b7e-a19c-265a2c03727e,ERROR,No projects associated
1,245e6f57-a369-4b7e-a19c-265a2c03727e,INFO,No version
2,245e6f57-a369-4b7e-a19c-265a2c03727e,WARNING,No DOI defined
3,245e6f57-a369-4b7e-a19c-265a2c03727e,WARNING,No funder
4,245e6f57-a369-4b7e-a19c-265a2c03727e,WARNING,No publisher
5,245e6f57-a369-4b7e-a19c-265a2c03727e,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
6,245e6f57-a369-4b7e-a19c-265a2c03727e,WARNING,Record isn't accesible via a general public repository
0,c2fffc9c-ca18-4a59-b93e-0db8a0209866,WARNING,Title contains acronyms potentially
1,c2fffc9c-ca18-4a59-b93e-0db8a0209866,INFO,Title is greater than 60 characters
2,c2fffc9c-ca18-4a59-b93e-0db8a0209866,INFO,No version
3,c2fffc9c-ca18-4a59-b93e-0db8a0209866,ERROR,Record DOI HTTPS link is failling: https://doi.org/10.21966/7hcz-7h72 status_code=404
4,c2fffc9c-ca18-4a59-b93e-0db8a0209866,ERROR,Invalid distributor organisation-name: organization_name='Hakai Institute Geospatial Team' expects 'Hakai Institute'
5,c2fffc9c-ca18-4a59-b93e-0db8a0209866,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute Geospatial Team'
6,c2fffc9c-ca18-4a59-b93e-0db8a0209866,WARNING,Record isn't accesible via a general public repository
0,a39ad8b7-8d89-4cae-82fb-734fc3889897,ERROR,No projects associated
1,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Title contains acronyms potentially
2,a39ad8b7-8d89-4cae-82fb-734fc3889897,INFO,No version
3,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,No DOI defined
4,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,No funder
5,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
6,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing ORCID: contact['individual-name']='Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
7,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing organization ROR:  contact['individual-name']='Geospatial Technology Team' contact['organisation-name']='Hakai Institute'
8,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing ORCID: contact['individual-name']='Keith Holmes' contact.get('organisation-name')='Hakai Institute'
9,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing organization ROR:  contact['individual-name']='Keith Holmes' contact['organisation-name']='Hakai Institute'
10,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing ORCID: contact['individual-name']='Will McInnes' contact.get('organisation-name')='Hakai Institute'
11,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Contact missing organization ROR:  contact['individual-name']='Will McInnes' contact['organisation-name']='Hakai Institute'
12,a39ad8b7-8d89-4cae-82fb-734fc3889897,WARNING,Record isn't accesible via a general public repository
0,a3571383-5d3b-4d4d-a555-d4afe2981d12,WARNING,No funder
1,a3571383-5d3b-4d4d-a555-d4afe2981d12,WARNING,Record isn't accesible via a general public repository
0,f74a4d00-7471-4fd6-83d2-265527dd2786,ERROR,No projects associated
1,f74a4d00-7471-4fd6-83d2-265527dd2786,INFO,Title is greater than 60 characters
2,f74a4d00-7471-4fd6-83d2-265527dd2786,INFO,No version
3,f74a4d00-7471-4fd6-83d2-265527dd2786,ERROR,Invalid distributor organisation-name: organization_name='Hakai Institute - Vancouver Island University' expects 'Hakai Institute'
4,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,No funder
5,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing ORCID: contact['individual-name']='Maartje C. Korver' contact.get('organisation-name')='Hakai Institute -  McGill University'
6,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing organization ROR:  contact['individual-name']='Maartje C. Korver' contact['organisation-name']='Hakai Institute -  McGill University'
7,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing ORCID: contact['individual-name']='Emily Haughton' contact.get('organisation-name')='Hakai Institute'
8,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing organization ROR:  contact['individual-name']='Emily Haughton' contact['organisation-name']='Hakai Institute'
9,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing ORCID: contact['individual-name']='William C. Floyd' contact.get('organisation-name')='Hakai Institute - Vancouver Island University'
10,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing organization ROR:  contact['individual-name']='William C. Floyd' contact['organisation-name']='Hakai Institute - Vancouver Island University'
11,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing ORCID: contact['individual-name']='Ray Brunsting' contact.get('organisation-name')='Hakai Institute'
12,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing organization ROR:  contact['individual-name']='Ray Brunsting' contact['organisation-name']='Hakai Institute'
13,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
14,f74a4d00-7471-4fd6-83d2-265527dd2786,WARNING,Record isn't accesible via a general public repository
0,63b49955-e4c3-431a-8493-590e4762eaf7,INFO,Title is greater than 60 characters
1,63b49955-e4c3-431a-8493-590e4762eaf7,ERROR,Invalid distributor organisation-name: organization_name='Hakai Geospatial' expects 'Hakai Institute'
2,63b49955-e4c3-431a-8493-590e4762eaf7,WARNING,No funder
3,63b49955-e4c3-431a-8493-590e4762eaf7,INFO,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Geospatial'
4,63b49955-e4c3-431a-8493-590e4762eaf7,WARNING,Record isn't accesible via a general public repository
0,cd3dffb5-70e5-4c52-a748-b73af6390f81,INFO,Title is greater than 60 characters
1,cd3dffb5-70e5-4c52-a748-b73af6390f81,WARNING,No funder
2,cd3dffb5-70e5-4c52-a748-b73af6390f81,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
3,cd3dffb5-70e5-4c52-a748-b73af6390f81,WARNING,Record isn't accesible via a general public repository
0,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,INFO,Title is greater than 60 characters
1,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,WARNING,No funder
2,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,INFO,"Contact missing ORCID: contact['individual-name']='Oliver, Allison A.' contact.get('organisation-name')=''"
3,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,WARNING,"Contact missing ORCID: contact['individual-name']='Fedje, Bryn' contact.get('organisation-name')='Hakai Institute'"
4,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,WARNING,"Contact missing ORCID: contact['individual-name']='Myers, Emma' contact.get('organisation-name')='Hakai Institute'"
5,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,INFO,"Contact missing ORCID: contact['individual-name']='Quayle, Lucy' contact.get('organisation-name')=''"
6,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,INFO,"Contact missing ORCID: contact['individual-name']='McEwan, Skye' contact.get('organisation-name')=''"
7,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,INFO,"Contact missing ORCID: contact['individual-name']='Roberts, Nelson' contact.get('organisation-name')=''"
8,d52bd0bd-2c4f-4268-9ed0-66e1d6f287a1,WARNING,Record isn't accesible via a general public repository
0,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,INFO,Title is greater than 60 characters
1,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,INFO,No version
2,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,WARNING,No DOI defined
3,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,WARNING,No funder
4,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,WARNING,No publisher
5,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
6,7138a06e-3e90-4beb-8c84-7b763a4a6bdf,WARNING,Record isn't accesible via a general public repository
0,9b09f1b8-4350-47d2-bce3-d14e836d7fb8,INFO,Title is greater than 60 characters
1,9b09f1b8-4350-47d2-bce3-d14e836d7fb8,WARNING,No funder
2,9b09f1b8-4350-47d2-bce3-d14e836d7fb8,WARNING,Record isn't accesible via a general public repository
0,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,INFO,Title is greater than 60 characters
1,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,INFO,No version
2,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,WARNING,No funder
3,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial' contact.get('organisation-name')='Hakai Institute'
4,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,ERROR,Empty resource name
5,bcb0e6c1-c47a-4f72-bb80-745ee047a65c,WARNING,Record isn't accesible via a general public repository
0,57706dbb-09f0-4938-8596-69b9a2fc37c0,ERROR,No projects associated
1,57706dbb-09f0-4938-8596-69b9a2fc37c0,INFO,Title is greater than 60 characters
2,57706dbb-09f0-4938-8596-69b9a2fc37c0,INFO,No version
3,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,No DOI defined
4,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,No funder
5,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,No publisher
6,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Contact missing ORCID: contact['individual-name']='Jennifer Jackson' contact.get('organisation-name')='Hakai Institute'
7,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Contact missing organization ROR:  contact['individual-name']='Jennifer Jackson' contact['organisation-name']='Hakai Institute'
8,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Contact missing ORCID: contact['individual-name']='Jessy Barrette' contact.get('organisation-name')='Hakai Institute'
9,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Contact missing organization ROR:  contact['individual-name']='Jessy Barrette' contact['organisation-name']='Hakai Institute'
10,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Contact missing organization ROR:  contact['individual-name']='' contact['organisation-name']='Hakai Institute'
11,57706dbb-09f0-4938-8596-69b9a2fc37c0,WARNING,Record isn't accesible via a general public repository
0,10bbdbb2-2f67-483b-8350-70264904be77,ERROR,No projects associated
1,10bbdbb2-2f67-483b-8350-70264904be77,INFO,Title is greater than 60 characters
2,10bbdbb2-2f67-483b-8350-70264904be77,INFO,No version
3,10bbdbb2-2f67-483b-8350-70264904be77,WARNING,"Contact missing ORCID: contact['individual-name']='Mai, Thea' contact.get('organisation-name')='Hakai Institute'"
4,10bbdbb2-2f67-483b-8350-70264904be77,WARNING,Contact missing ORCID: contact['individual-name']='Hakai Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
5,10bbdbb2-2f67-483b-8350-70264904be77,WARNING,Record isn't accesible via a general public repository
0,b229aee4-969c-4046-9ac3-65f31391d90b,ERROR,No projects associated
1,b229aee4-969c-4046-9ac3-65f31391d90b,INFO,Title is greater than 60 characters
2,b229aee4-969c-4046-9ac3-65f31391d90b,INFO,No version
3,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,No funder
4,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='Debora  S Obrist' contact.get('organisation-name')='Hakai Institute'
5,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='Debora  S Obrist' contact['organisation-name']='Hakai Institute'
6,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='Geospatial Technology Team' contact.get('organisation-name')='Hakai Institute'
7,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='Geospatial Technology Team' contact['organisation-name']='Hakai Institute'
8,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='C E Ernst' contact.get('organisation-name')='Hakai Institute'
9,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='C E Ernst' contact['organisation-name']='Hakai Institute'
10,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='O. T. Fitzpatrick' contact.get('organisation-name')='Hakai Institute'
11,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='O. T. Fitzpatrick' contact['organisation-name']='Hakai Institute'
12,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='J C Kennedy' contact.get('organisation-name')='Hakai Institute'
13,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='J C Kennedy' contact['organisation-name']='Hakai Institute'
14,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='W. Nijland' contact.get('organisation-name')='Hakai Institute'
15,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='W. Nijland' contact['organisation-name']='Hakai Institute'
16,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing ORCID: contact['individual-name']='L. Reshitnyk' contact.get('organisation-name')='Hakai Institute'
17,b229aee4-969c-4046-9ac3-65f31391d90b,WARNING,Contact missing organization ROR:  contact['individual-name']='L. Reshitnyk' contact['organisation-name']='Hakai Institute'
